Set -1 Set 1 Energy Cut Size
[1, 2, 3, 4, 7, 9, 10, 15, 16, 17, 19, 21, 22, 26, 28, 30, 33, 35, 36, 37, 39, 40, 43, 44, 46, 47, 48, 49, 51, 52, 54, 55, 59, 60, 63, 64, 66, 69, 72, 76, 81, 82, 84, 85, 86, 87, 89, 94, 95, 98, 99], [0, 5, 6, 8, 11, 12, 13, 14, 18, 20, 23, 24, 25, 27, 29, 31, 32, 34, 38, 41, 42, 45, 50, 53, 56, 57, 58, 61, 62, 65, 67, 68, 70, 71, 73, 74, 75, 77, 78, 79, 80, 83, 88, 90, 91, 92, 93, 96, 97], -10.0, 55
[1, 5, 6, 7, 8, 9, 10, 11, 13, 16, 17, 18, 20, 21, 22, 24, 26, 28, 29, 32, 33, 34, 36, 37, 38, 39, 45, 46, 47, 48, 49, 51, 52, 53, 57, 58, 61, 63, 64, 66, 67, 69, 70, 73, 74, 76, 78, 85, 86, 87, 89, 90, 91, 92, 93, 94, 95, 99], [0, 2, 3, 4, 12, 14, 15, 19, 23, 25, 27, 30, 31, 35, 40, 41, 42, 43, 44, 50, 54, 55, 56, 59, 60, 62, 65, 68, 71, 72, 75, 77, 79, 80, 81, 82, 83, 84, 88, 96, 97, 98], -10.0, 55
[2, 4, 5, 6, 7, 8, 9, 10, 12, 15, 16, 20, 27, 28, 29, 34, 35, 36, 39, 42, 43, 44, 45, 46, 48, 51, 52, 53, 56, 60, 62, 63, 65, 68, 70, 71, 73, 74, 76, 77, 79, 81, 83, 86, 87, 88, 89, 90, 91, 93, 95, 99], [0, 1, 3, 11, 13, 14, 17, 18, 19, 21, 22, 23, 24, 25, 26, 30, 31, 32, 33, 37, 38, 40, 41, 47, 49, 50, 54, 55, 57, 58, 59, 61, 64, 66, 67, 69, 72, 75, 78, 80, 82, 84, 85, 92, 94, 96, 97, 98], -10.0, 55
[0, 1, 2, 4, 6, 7, 11, 12, 15, 20, 21, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 39, 42, 43, 44, 46, 49, 51, 53, 59, 60, 62, 65, 68, 69, 70, 72, 73, 74, 75, 77, 78, 79, 84, 86, 89, 90, 91, 94], [3, 5, 8, 9, 10, 13, 14, 16, 17, 18, 19, 22, 23, 24, 25, 26, 30, 37, 40, 41, 45, 47, 48, 50, 52, 54, 55, 56, 57, 58, 61, 63, 64, 66, 67, 71, 76, 80, 81, 82, 83, 85, 87, 88, 92, 93, 95, 96, 97, 98, 99], -10.0, 55
[6, 7, 10, 11, 13, 14, 18, 19, 21, 22, 23, 25, 26, 28, 32, 33, 34, 35, 36, 37, 38, 46, 49, 51, 52, 53, 55, 56, 57, 58, 59, 61, 64, 65, 67, 70, 71, 74, 76, 77, 79, 80, 81, 85, 86, 87, 90, 91, 92, 93, 95, 98], [0, 1, 2, 3, 4, 5, 8, 9, 12, 15, 16, 17, 20, 24, 27, 29, 30, 31, 39, 40, 41, 42, 43, 44, 45, 47, 48, 50, 54, 60, 62, 63, 66, 68, 69, 72, 73, 75, 78, 82, 83, 84, 88, 89, 94, 96, 97, 99], -10.0, 55
[0, 1, 3, 5, 6, 7, 11, 13, 14, 15, 17, 19, 20, 22, 24, 25, 26, 28, 29, 33, 34, 35, 36, 37, 38, 39, 42, 44, 45, 48, 51, 53, 54, 56, 60, 64, 70, 72, 74, 75, 76, 77, 81, 84, 85, 86, 90, 93, 95, 98, 99], [2, 4, 8, 9, 10, 12, 16, 18, 21, 23, 27, 30, 31, 32, 40, 41, 43, 46, 47, 49, 50, 52, 55, 57, 58, 59, 61, 62, 63, 65, 66, 67, 68, 69, 71, 73, 78, 79, 80, 82, 83, 87, 88, 89, 91, 92, 94, 96, 97], -10.0, 55
[1, 5, 6, 7, 10, 11, 16, 19, 21, 23, 24, 27, 28, 29, 30, 32, 33, 34, 37, 38, 39, 40, 41, 48, 49, 53, 55, 58, 59, 60, 63, 64, 68, 69, 70, 71, 72, 74, 77, 79, 80, 84, 88, 90, 93, 95, 97, 98], [0, 2, 3, 4, 8, 9, 12, 13, 14, 15, 17, 18, 20, 22, 25, 26, 31, 35, 36, 42, 43, 44, 45, 46, 47, 50, 51, 52, 54, 56, 57, 61, 62, 65, 66, 67, 73, 75, 76, 78, 81, 82, 83, 85, 86, 87, 89, 91, 92, 94, 96, 99], -10.0, 55
[1, 3, 5, 6, 7, 14, 15, 16, 17, 21, 22, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 42, 43, 44, 47, 48, 51, 53, 54, 59, 64, 67, 68, 69, 71, 72, 73, 75, 77, 78, 82, 88, 89, 90, 91, 92, 94, 95], [0, 2, 4, 8, 9, 10, 11, 12, 13, 18, 19, 20, 23, 24, 25, 26, 27, 34, 35, 40, 41, 45, 46, 49, 50, 52, 55, 56, 57, 58, 60, 61, 62, 63, 65, 66, 70, 74, 76, 79, 80, 81, 83, 84, 85, 86, 87, 93, 96, 97, 98, 99], -10.0, 55
[2, 3, 4, 5, 7, 11, 15, 16, 17, 18, 20, 21, 27, 28, 29, 31, 32, 34, 36, 37, 38, 40, 44, 47, 53, 54, 58, 59, 60, 61, 65, 66, 67, 70, 73, 74, 75, 76, 78, 79, 81, 84, 88, 91, 93, 95, 96, 99], [0, 1, 6, 8, 9, 10, 12, 13, 14, 19, 22, 23, 24, 25, 26, 30, 33, 35, 39, 41, 42, 43, 45, 46, 48, 49, 50, 51, 52, 55, 56, 57, 62, 63, 64, 68, 69, 71, 72, 77, 80, 82, 83, 85, 86, 87, 89, 90, 92, 94, 97, 98], -10.0, 55
[0, 2, 3, 5, 7, 8, 12, 13, 14, 15, 18, 19, 20, 21, 23, 27, 29, 30, 31, 32, 33, 36, 40, 41, 42, 43, 44, 46, 47, 48, 49, 52, 54, 55, 56, 58, 59, 60, 61, 62, 66, 70, 71, 72, 74, 75, 76, 77, 78, 80, 81, 82, 84, 86, 87, 89, 90, 91, 94, 95, 96, 97, 99], [1, 4, 6, 9, 10, 11, 16, 17, 22, 24, 25, 26, 28, 34, 35, 37, 38, 39, 45, 50, 51, 53, 57, 63, 64, 65, 67, 68, 69, 73, 79, 83, 85, 88, 92, 93, 98], -10.0, 55
[0, 1, 5, 6, 7, 9, 11, 14, 15, 16, 17, 19, 21, 25, 27, 34, 37, 41, 43, 44, 46, 48, 49, 50, 51, 55, 56, 59, 60, 63, 64, 66, 70, 74, 75, 76, 77, 79, 81, 85, 86, 89, 91, 93, 94, 96, 97, 99], [2, 3, 4, 8, 10, 12, 13, 18, 20, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 35, 36, 38, 39, 40, 42, 45, 47, 52, 53, 54, 57, 58, 61, 62, 65, 67, 68, 69, 71, 72, 73, 78, 80, 82, 83, 84, 87, 88, 90, 92, 95, 98], -10.0, 55
[4, 5, 6, 7, 8, 12, 13, 14, 16, 18, 19, 20, 21, 23, 27, 28, 29, 30, 39, 40, 41, 42, 43, 44, 46, 51, 53, 55, 56, 57, 59, 60, 61, 62, 64, 65, 66, 67, 68, 70, 71, 72, 75, 77, 79, 80, 82, 83, 84, 85, 89, 90, 91, 96, 97, 99], [0, 1, 2, 3, 9, 10, 11, 15, 17, 22, 24, 25, 26, 31, 32, 33, 34, 35, 36, 37, 38, 45, 47, 48, 49, 50, 52, 54, 58, 63, 69, 73, 74, 76, 78, 81, 86, 87, 88, 92, 93, 94, 95, 98], -10.0, 55
[0, 3, 5, 6, 9, 12, 14, 16, 17, 19, 21, 23, 25, 27, 31, 32, 33, 34, 38, 39, 42, 43, 44, 53, 54, 62, 63, 64, 65, 66, 67, 68, 71, 74, 75, 76, 77, 79, 80, 83, 84, 86, 87, 88, 89, 90, 92, 93, 95, 96], [1, 2, 4, 7, 8, 10, 11, 13, 15, 18, 20, 22, 24, 26, 28, 29, 30, 35, 36, 37, 40, 41, 45, 46, 47, 48, 49, 50, 51, 52, 55, 56, 57, 58, 59, 60, 61, 69, 70, 72, 73, 78, 81, 82, 85, 91, 94, 97, 98, 99], -10.0, 55
[0, 4, 7, 8, 11, 12, 13, 15, 16, 17, 20, 21, 25, 27, 29, 32, 33, 36, 38, 40, 41, 43, 45, 48, 50, 52, 53, 56, 57, 59, 61, 62, 64, 66, 67, 68, 69, 70, 71, 72, 73, 75, 76, 79, 82, 83, 86, 90, 92, 93, 97], [1, 2, 3, 5, 6, 9, 10, 14, 18, 19, 22, 23, 24, 26, 28, 30, 31, 34, 35, 37, 39, 42, 44, 46, 47, 49, 51, 54, 55, 58, 60, 63, 65, 74, 77, 78, 80, 81, 84, 85, 87, 88, 89, 91, 94, 95, 96, 98, 99], -10.0, 55
[1, 3, 5, 8, 9, 10, 12, 13, 17, 19, 22, 24, 26, 28, 31, 34, 35, 43, 44, 45, 47, 49, 51, 54, 56, 58, 61, 62, 67, 68, 69, 70, 71, 74, 76, 77, 79, 81, 83, 84, 86, 92, 94, 95, 96, 99], [0, 2, 4, 6, 7, 11, 14, 15, 16, 18, 20, 21, 23, 25, 27, 29, 30, 32, 33, 36, 37, 38, 39, 40, 41, 42, 46, 48, 50, 52, 53, 55, 57, 59, 60, 63, 64, 65, 66, 72, 73, 75, 78, 80, 82, 85, 87, 88, 89, 90, 91, 93, 97, 98], -10.0, 55
[1, 3, 6, 8, 12, 13, 17, 21, 22, 24, 28, 34, 36, 38, 39, 40, 42, 43, 44, 46, 47, 49, 51, 52, 53, 54, 55, 56, 58, 59, 62, 64, 65, 66, 67, 69, 71, 73, 74, 75, 76, 77, 78, 79, 83, 84, 87, 88, 92, 93, 96, 98], [0, 2, 4, 5, 7, 9, 10, 11, 14, 15, 16, 18, 19, 20, 23, 25, 26, 27, 29, 30, 31, 32, 33, 35, 37, 41, 45, 48, 50, 57, 60, 61, 63, 68, 70, 72, 80, 81, 82, 85, 86, 89, 90, 91, 94, 95, 97, 99], -10.0, 55
[1, 2, 5, 6, 7, 12, 15, 16, 17, 20, 22, 23, 25, 28, 29, 30, 31, 33, 35, 39, 40, 44, 45, 49, 53, 55, 56, 60, 61, 62, 65, 67, 69, 70, 71, 73, 74, 75, 77, 78, 80, 81, 82, 83, 84, 86, 88, 89, 93, 95, 96], [0, 3, 4, 8, 9, 10, 11, 13, 14, 18, 19, 21, 24, 26, 27, 32, 34, 36, 37, 38, 41, 42, 43, 46, 47, 48, 50, 51, 52, 54, 57, 58, 59, 63, 64, 66, 68, 72, 76, 79, 85, 87, 90, 91, 92, 94, 97, 98, 99], -10.0, 55
[1, 2, 3, 5, 7, 8, 12, 14, 15, 16, 17, 18, 20, 22, 23, 28, 30, 34, 35, 36, 38, 41, 43, 44, 45, 46, 50, 53, 54, 56, 60, 61, 62, 67, 68, 69, 70, 72, 73, 75, 76, 77, 80, 83, 84, 85, 87, 88, 90, 91, 93, 94, 96, 97, 98], [0, 4, 6, 9, 10, 11, 13, 19, 21, 24, 25, 26, 27, 29, 31, 32, 33, 37, 39, 40, 42, 47, 48, 49, 51, 52, 55, 57, 58, 59, 63, 64, 65, 66, 71, 74, 78, 79, 81, 82, 86, 89, 92, 95, 99], -10.0, 55
[0, 2, 3, 5, 6, 14, 15, 17, 19, 22, 23, 28, 29, 30, 35, 36, 37, 39, 41, 43, 45, 47, 49, 50, 51, 54, 55, 56, 57, 58, 60, 63, 64, 68, 69, 72, 74, 75, 77, 79, 80, 81, 82, 83, 84, 88, 89, 91, 94, 95, 97, 99], [1, 4, 7, 8, 9, 10, 11, 12, 13, 16, 18, 20, 21, 24, 25, 26, 27, 31, 32, 33, 34, 38, 40, 42, 44, 46, 48, 52, 53, 59, 61, 62, 65, 66, 67, 70, 71, 73, 76, 78, 85, 86, 87, 90, 92, 93, 96, 98], -10.0, 55
[0, 5, 8, 10, 13, 15, 18, 19, 21, 25, 27, 28, 29, 31, 33, 34, 35, 37, 39, 40, 43, 44, 45, 46, 47, 49, 51, 52, 53, 56, 59, 60, 65, 66, 67, 68, 70, 72, 74, 76, 77, 78, 79, 81, 83, 85, 86, 87, 91, 93, 98, 99], [1, 2, 3, 4, 6, 7, 9, 11, 12, 14, 16, 17, 20, 22, 23, 24, 26, 30, 32, 36, 38, 41, 42, 48, 50, 54, 55, 57, 58, 61, 62, 63, 64, 69, 71, 73, 75, 80, 82, 84, 88, 89, 90, 92, 94, 95, 96, 97], -10.0, 55
[5, 6, 8, 9, 10, 11, 13, 14, 16, 18, 27, 28, 36, 37, 41, 43, 44, 45, 48, 49, 50, 51, 56, 57, 60, 65, 67, 69, 72, 73, 78, 79, 81, 82, 83, 86, 88, 91, 96, 97, 98], [0, 1, 2, 3, 4, 7, 12, 15, 17, 19, 20, 21, 22, 23, 24, 25, 26, 29, 30, 31, 32, 33, 34, 35, 38, 39, 40, 42, 46, 47, 52, 53, 54, 55, 58, 59, 61, 62, 63, 64, 66, 68, 70, 71, 74, 75, 76, 77, 80, 84, 85, 87, 89, 90, 92, 93, 94, 95, 99], -10.0, 55
[4, 9, 10, 12, 13, 14, 16, 17, 18, 22, 24, 25, 26, 28, 29, 30, 31, 35, 36, 38, 39, 40, 45, 48, 51, 53, 55, 56, 60, 62, 65, 69, 72, 73, 74, 79, 81, 82, 84, 85, 86, 88, 89, 90, 93, 94, 95, 98], [0, 1, 2, 3, 5, 6, 7, 8, 11, 15, 19, 20, 21, 23, 27, 32, 33, 34, 37, 41, 42, 43, 44, 46, 47, 49, 50, 52, 54, 57, 58, 59, 61, 63, 64, 66, 67, 68, 70, 71, 75, 76, 77, 78, 80, 83, 87, 91, 92, 96, 97, 99], -10.0, 55
[3, 5, 6, 8, 10, 11, 12, 13, 14, 16, 20, 21, 22, 24, 25, 29, 30, 33, 34, 35, 36, 40, 41, 42, 43, 47, 49, 54, 55, 60, 62, 63, 66, 67, 70, 71, 73, 74, 76, 77, 83, 86, 87, 88, 93, 95, 97, 99], [0, 1, 2, 4, 7, 9, 15, 17, 18, 19, 23, 26, 27, 28, 31, 32, 37, 38, 39, 44, 45, 46, 48, 50, 51, 52, 53, 56, 57, 58, 59, 61, 64, 65, 68, 69, 72, 75, 78, 79, 80, 81, 82, 84, 85, 89, 90, 91, 92, 94, 96, 98], -10.0, 55
[11, 12, 13, 14, 15, 16, 18, 21, 22, 23, 25, 26, 31, 32, 33, 34, 35, 38, 39, 40, 44, 51, 52, 53, 57, 59, 60, 61, 62, 65, 68, 71, 73, 74, 75, 76, 77, 80, 84, 85, 87, 93, 94, 96], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 19, 20, 24, 27, 28, 29, 30, 36, 37, 41, 42, 43, 45, 46, 47, 48, 49, 50, 54, 55, 56, 58, 63, 64, 66, 67, 69, 70, 72, 78, 79, 81, 82, 83, 86, 88, 89, 90, 91, 92, 95, 97, 98, 99], -10.0, 55
[0, 3, 4, 5, 6, 7, 10, 11, 13, 15, 16, 17, 18, 19, 24, 27, 28, 30, 31, 34, 35, 36, 37, 38, 39, 40, 46, 48, 52, 53, 54, 56, 57, 58, 60, 61, 64, 66, 69, 70, 72, 74, 77, 78, 83, 85, 90, 91, 93, 96], [1, 2, 8, 9, 12, 14, 20, 21, 22, 23, 25, 26, 29, 32, 33, 41, 42, 43, 44, 45, 47, 49, 50, 51, 55, 59, 62, 63, 65, 67, 68, 71, 73, 75, 76, 79, 80, 81, 82, 84, 86, 87, 88, 89, 92, 94, 95, 97, 98, 99], -10.0, 55
[5, 6, 8, 10, 11, 12, 15, 17, 18, 20, 21, 24, 25, 27, 28, 29, 30, 31, 33, 34, 39, 43, 44, 45, 46, 47, 48, 50, 51, 53, 55, 57, 62, 63, 65, 66, 67, 68, 69, 72, 73, 74, 77, 79, 81, 84, 86, 92, 96, 99], [0, 1, 2, 3, 4, 7, 9, 13, 14, 16, 19, 22, 23, 26, 32, 35, 36, 37, 38, 40, 41, 42, 49, 52, 54, 56, 58, 59, 60, 61, 64, 70, 71, 75, 76, 78, 80, 82, 83, 85, 87, 88, 89, 90, 91, 93, 94, 95, 97, 98], -10.0, 55
[5, 9, 13, 14, 20, 21, 22, 23, 28, 34, 35, 36, 37, 38, 41, 43, 44, 45, 47, 48, 49, 58, 59, 60, 63, 66, 67, 68, 70, 71, 72, 73, 75, 77, 78, 80, 84, 85, 86, 90, 93, 94, 95, 97, 98, 99], [0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 15, 16, 17, 18, 19, 24, 25, 26, 27, 29, 30, 31, 32, 33, 39, 40, 42, 46, 50, 51, 52, 53, 54, 55, 56, 57, 61, 62, 64, 65, 69, 74, 76, 79, 81, 82, 83, 87, 88, 89, 91, 92, 96], -10.0, 55
[2, 5, 7, 12, 13, 17, 18, 19, 20, 27, 29, 31, 32, 36, 39, 42, 43, 45, 46, 48, 49, 50, 51, 52, 55, 58, 59, 62, 67, 68, 71, 75, 76, 81, 82, 85, 86, 88, 89, 92, 94, 96], [0, 1, 3, 4, 6, 8, 9, 10, 11, 14, 15, 16, 21, 22, 23, 24, 25, 26, 28, 30, 33, 34, 35, 37, 38, 40, 41, 44, 47, 53, 54, 56, 57, 60, 61, 63, 64, 65, 66, 69, 70, 72, 73, 74, 77, 78, 79, 80, 83, 84, 87, 90, 91, 93, 95, 97, 98, 99], -10.0, 55
[2, 4, 5, 6, 7, 9, 11, 12, 15, 18, 19, 21, 22, 23, 25, 28, 30, 31, 32, 33, 34, 36, 39, 41, 43, 45, 46, 49, 51, 53, 55, 56, 59, 60, 61, 62, 68, 69, 70, 72, 74, 75, 76, 80, 84, 86, 87, 88, 91, 93, 96, 97, 98, 99], [0, 1, 3, 8, 10, 13, 14, 16, 17, 20, 24, 26, 27, 29, 35, 37, 38, 40, 42, 44, 47, 48, 50, 52, 54, 57, 58, 63, 64, 65, 66, 67, 71, 73, 77, 78, 79, 81, 82, 83, 85, 89, 90, 92, 94, 95], -10.0, 55
[0, 2, 4, 5, 6, 7, 9, 11, 14, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 37, 38, 43, 44, 45, 47, 49, 50, 51, 52, 53, 56, 59, 61, 64, 65, 67, 68, 69, 71, 74, 75, 76, 77, 80, 81, 84, 85, 89, 90, 92, 94, 95, 96, 99], [1, 3, 8, 10, 12, 13, 15, 18, 27, 29, 33, 35, 36, 39, 40, 41, 42, 46, 48, 54, 55, 57, 58, 60, 62, 63, 66, 70, 72, 73, 78, 79, 82, 83, 86, 87, 88, 91, 93, 97, 98], -10.0, 55
[0, 2, 5, 7, 10, 13, 14, 17, 18, 20, 21, 24, 25, 27, 28, 30, 34, 36, 37, 38, 40, 41, 45, 47, 48, 49, 51, 56, 57, 58, 59, 63, 67, 68, 69, 70, 73, 74, 76, 77, 78, 79, 81, 83, 85, 88, 89, 90, 91, 92, 96, 97, 98, 99], [1, 3, 4, 6, 8, 9, 11, 12, 15, 16, 19, 22, 23, 26, 29, 31, 32, 33, 35, 39, 42, 43, 44, 46, 50, 52, 53, 54, 55, 60, 61, 62, 64, 65, 66, 71, 72, 75, 80, 82, 84, 86, 87, 93, 94, 95], -10.0, 55
[0, 2, 3, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 22, 23, 24, 25, 26, 30, 35, 36, 38, 43, 44, 45, 47, 51, 52, 54, 55, 56, 58, 59, 60, 61, 62, 63, 64, 65, 68, 71, 72, 73, 77, 78, 79, 80, 82, 83, 84, 87, 90, 91, 93, 94], [1, 4, 6, 9, 19, 20, 21, 27, 28, 29, 31, 32, 33, 34, 37, 39, 40, 41, 42, 46, 48, 49, 50, 53, 57, 66, 67, 69, 70, 74, 75, 76, 81, 85, 86, 88, 89, 92, 95, 96, 97, 98, 99], -10.0, 55
[1, 3, 5, 6, 7, 9, 10, 11, 13, 15, 16, 17, 20, 21, 23, 24, 27, 28, 30, 33, 36, 37, 38, 39, 41, 42, 47, 48, 51, 52, 54, 55, 60, 65, 67, 68, 69, 73, 77, 80, 82, 83, 84, 85, 90, 91, 93, 94, 96, 97, 98, 99], [0, 2, 4, 8, 12, 14, 18, 19, 22, 25, 26, 29, 31, 32, 34, 35, 40, 43, 44, 45, 46, 49, 50, 53, 56, 57, 58, 59, 61, 62, 63, 64, 66, 70, 71, 72, 74, 75, 76, 78, 79, 81, 86, 87, 88, 89, 92, 95], -10.0, 55
[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 17, 18, 20, 21, 23, 24, 27, 29, 32, 33, 34, 36, 39, 42, 43, 47, 48, 49, 50, 52, 53, 54, 55, 56, 59, 60, 62, 64, 65, 66, 68, 70, 71, 73, 74, 80, 84, 88, 89, 94, 98], [7, 11, 14, 15, 16, 19, 22, 25, 26, 28, 30, 31, 35, 37, 38, 40, 41, 44, 45, 46, 51, 57, 58, 61, 63, 67, 69, 72, 75, 76, 77, 78, 79, 81, 82, 83, 85, 86, 87, 90, 91, 92, 93, 95, 96, 97, 99], -10.0, 55
[3, 5, 7, 11, 13, 15, 17, 18, 20, 22, 24, 26, 28, 29, 31, 32, 33, 34, 37, 42, 43, 45, 48, 49, 51, 52, 54, 57, 58, 61, 63, 64, 69, 70, 72, 73, 74, 75, 77, 78, 81, 83, 84, 85, 87, 88, 90, 91, 92, 93, 94, 96, 98], [0, 1, 2, 4, 6, 8, 9, 10, 12, 14, 16, 19, 21, 23, 25, 27, 30, 35, 36, 38, 39, 40, 41, 44, 46, 47, 50, 53, 55, 56, 59, 60, 62, 65, 66, 67, 68, 71, 76, 79, 80, 82, 86, 89, 95, 97, 99], -10.0, 55
